71,77,77,4
52,70,62,6
97,100,100,1
62,68,75,6
46,64,66,3
50,50,47,2
65,69,70,4
45,52,49,1
65,67,65,4
80,76,65,2
62,66,68,1
48,52,45,1
77,88,87,5
66,65,69,4
76,83,79,3
62,64,66,1
77,62,62,3
69,84,85,6
61,55,52,4
59,69,65,1
55,56,51,2
45,53,55,3
78,79,76,5
67,84,86,4
65,81,77,3
69,77,69,4
57,69,68,4
59,41,42,3
74,71,78,1
82,62,62,5
81,80,76,2
74,81,76,3
58,61,66,3
80,79,79,1
35,28,27,3
42,62,60,2
60,51,56,4
87,91,81,2
84,83,75,1
83,86,88,4
34,42,39,2
66,77,70,2
61,56,56,1
56,68,74,2
87,85,73,4
55,65,62,1
86,80,75,1
52,66,73,4
45,56,54,6
72,72,71,3
57,50,54,2
68,72,64,1
88,95,94,3
76,64,66,3
46,43,42,4
67,86,83,5
92,87,78,1
83,82,84,5
80,75,77,4
63,66,67,5
64,60,74,1
54,52,51,3
84,80,80,4
73,68,66,2
80,83,83,5
56,52,55,2
59,51,43,3
75,74,69,1
85,76,71,4
89,76,74,4
58,70,68,2
65,64,62,2
68,60,53,2
47,49,49,1
71,83,83,3
60,70,70,1
80,80,72,6
54,52,52,2
62,73,70,3
64,73,68,4
78,77,77,4
70,75,78,3
65,81,81,6
64,79,77,1
79,79,78,3
44,50,51,1
99,93,90,2
76,73,68,2
59,42,41,1
63,75,81,5
69,72,77,2
88,92,95,4
71,76,70,3
69,63,61,5
58,49,42,3
47,53,58,4
65,70,71,3
88,85,76,3
83,78,73,5
85,92,93,1
59,63,75,2
65,86,80,1
73,56,57,5
53,52,42,2
45,48,46,2
73,79,84,5
70,78,78,3
37,46,46,1
81,82,82,4
97,82,88,4
67,89,82,1
88,75,76,5
77,76,77,1
76,70,68,4
86,73,70,1
63,60,57,1
65,73,75,5
78,77,80,2
67,62,60,4
46,41,43,1
71,74,68,4
40,46,50,2
90,87,75,4
81,78,81,3
56,54,52,1
67,84,81,4
80,76,64,4
74,75,83,4
69,67,69,3
99,87,81,3
51,52,44,1
53,71,67,4
49,57,52,2
73,76,80,4
66,60,57,5
67,61,68,5
68,67,69,4
59,64,75,5
71,66,65,2
77,82,91,6
83,72,78,4
63,71,69,5
56,65,63,4
67,79,84,2
75,86,79,2
71,81,80,3
43,53,53,1
41,46,43,2
82,90,94,3
61,61,62,3
28,23,19,3
82,75,77,4
41,55,51,1
71,60,61,2
47,37,35,4
62,56,53,4
90,78,81,4
83,93,95,5
61,68,66,3
76,70,69,1
49,51,43,4
24,38,27,1
35,55,60,1
58,61,52,2
61,73,63,2
69,76,74,2
67,72,67,4
79,73,67,3
72,80,75,2
62,61,57,3
77,94,95,5
75,74,66,2
87,74,76,4
52,65,69,5
66,57,52,3
63,78,80,3
46,58,57,4
59,71,70,3
61,72,70,5
63,61,61,4
42,66,69,3
59,62,61,3
80,90,89,3
58,62,59,2
85,84,78,1
52,58,58,3
27,34,32,1
59,60,58,3
49,58,60,5
69,58,53,2
61,66,61,5
44,64,58,1
73,84,85,1
84,77,71,3
45,73,70,3
74,74,72,1
82,97,96,3
59,70,73,5
46,43,41,4
80,90,82,1
85,95,100,6
71,83,77,1
66,64,62,5
80,86,83,4
87,100,95,4
79,81,71,6
38,49,45,1
38,43,43,1
67,76,75,3
64,73,70,5
57,78,67,4
62,64,64,2
73,70,75,6
73,67,59,1
77,68,77,3
76,67,67,3
57,54,56,4
65,74,77,1
48,45,41,2
50,67,63,2
85,89,95,4
74,63,57,1
60,59,54,1
59,54,67,1
53,43,43,3
49,65,55,3
88,99,100,2
54,59,62,2
63,73,68,1
65,65,63,4
82,80,77,4
52,57,56,2
87,84,85,4
70,71,74,6
84,83,78,3
71,66,60,4
63,67,67,1
51,72,79,5
84,73,69,2
71,74,68,5
74,73,67,4
68,59,62,3
57,56,54,2
82,93,93,4
57,58,64,2
47,58,67,6
59,85,80,1
41,39,34,3
62,67,62,3
86,83,86,5
69,71,65,1
65,59,53,1
68,63,54,1
64,66,59,4
61,72,70,2
61,56,55,2
47,59,50,1
73,66,66,1
50,48,53,3
75,68,64,4
75,66,73,4
70,56,51,2
89,88,82,1
67,81,79,3
78,81,80,2
59,73,69,1
73,83,76,4
79,82,73,1
67,74,77,1
69,66,60,3
86,81,80,2
47,46,42,2
81,73,72,4
64,85,85,3
100,92,97,3
65,77,74,4
65,58,49,3
53,61,62,4
37,56,47,5
79,89,89,5
53,54,48,4
100,100,100,5
72,65,68,2
53,58,55,5
54,54,45,3
71,70,76,3
77,90,91,3
75,58,62,5
84,87,91,3
26,31,38,4
72,67,65,2
77,88,85,2
91,74,76,3
83,85,90,4
63,69,74,2
68,86,84,4
59,67,61,1
90,90,91,4
71,76,83,5
76,62,66,5
80,68,72,4
55,64,70,6
76,71,67,4
73,71,68,2
52,59,56,4
68,68,61,3
59,52,46,2
49,52,54,4
70,74,71,2
61,47,56,3
60,75,74,4
64,53,57,1
79,82,82,4
65,85,76,4
64,64,70,4
83,83,90,3
81,88,90,5
54,64,68,2
68,64,66,2
54,48,52,3
59,78,76,3
66,69,68,1
76,71,72,3
74,79,82,6
94,87,92,4
63,61,54,3
95,89,92,4
40,59,54,6
82,82,80,1
68,70,66,2
55,59,54,5
79,78,77,6
86,92,87,5
76,71,73,3
64,50,43,1
62,49,52,1
54,61,62,1
77,97,94,6
76,87,85,1
74,89,84,3
66,74,73,3
66,78,78,1
67,78,79,2
71,49,52,3
91,86,84,4
69,58,57,5
54,59,50,6
53,52,49,2
68,60,59,3
56,61,60,1
36,53,43,2
29,41,47,5
62,74,70,4
68,67,73,4
47,54,53,1
62,61,58,4
79,88,94,4
73,69,68,2
66,83,83,5
51,60,58,4
51,66,62,2
85,66,71,5
97,92,86,4
75,69,68,2
79,82,80,4
81,77,79,4
82,95,89,4
64,63,66,6
78,83,80,1
92,100,97,1
72,67,64,2
62,67,64,2
79,72,69,6
79,76,65,1
87,90,88,5
40,48,50,4
77,62,64,3
53,45,40,4
32,39,33,3
55,72,79,4
61,67,66,6
53,70,70,4
73,66,62,1
74,75,79,3
63,74,74,3
96,90,92,5
63,80,80,3
48,51,46,5
48,43,45,4
92,100,100,5
61,71,78,6
63,48,47,2
68,68,67,5
71,75,70,3
91,96,92,5
53,62,56,3
50,66,64,2
74,81,71,2
40,55,53,4
61,51,52,3
81,91,89,2
48,56,58,3
53,61,68,6
81,97,96,1
77,79,80,1
63,73,78,5
73,75,80,4
69,77,77,3
65,76,76,4
55,73,73,2
44,63,62,5
54,64,65,3
48,66,65,1
58,57,54,3
71,62,50,1
68,68,64,5
74,76,73,2
92,100,99,5
56,79,72,5
30,24,15,2
53,54,48,1
69,77,73,2
65,82,81,1
54,60,63,6
29,29,30,2
76,78,80,3
60,57,51,2
84,89,90,6
75,72,62,1
85,84,82,4
40,58,54,6
61,64,62,3
58,63,65,4
69,60,63,3
58,59,66,3
94,90,91,5
65,77,74,4
82,93,93,4
60,68,72,2
37,45,38,5
88,78,83,5
95,81,84,6
65,73,68,4
35,61,54,2
62,63,56,5
58,51,52,2
100,96,86,3
61,58,62,5
100,97,99,3
69,70,63,4
61,48,46,4
49,57,46,3
44,51,55,1
67,64,70,3
79,60,65,2
66,74,81,5
75,88,85,2
84,84,80,1
71,74,64,2
67,80,81,2
80,92,88,1
86,76,74,3
76,74,73,4
41,52,51,2
74,88,90,4
72,81,79,1
74,79,80,2
70,65,60,2
65,81,81,5
59,70,65,4
64,62,68,2
50,53,55,2
69,79,81,3
51,56,53,1
68,80,76,2
85,86,98,3
65,70,74,4
73,79,79,1
62,67,67,3
77,67,64,4
69,66,61,1
43,60,58,4
90,87,85,4
74,77,73,3
73,66,63,1
55,71,69,3
65,69,67,2
80,63,63,4
50,60,60,1
63,73,71,3
77,85,87,5
73,74,61,3
81,72,77,4
66,76,68,2
52,57,50,4
69,78,76,3
65,84,84,4
69,77,78,2
50,64,66,3
73,78,76,3
70,82,76,1
81,75,78,4
63,61,60,3
67,72,74,2
60,68,60,2
62,55,54,2
29,40,44,1
62,66,68,3
94,99,100,6
85,75,68,3
77,78,73,4
53,58,44,2
93,90,83,3
49,53,53,4
73,76,78,4
66,74,81,5
77,77,73,4
49,63,56,1
79,89,86,3
75,82,90,4
59,72,70,5
57,78,79,4
66,66,59,2
79,81,82,5
57,67,72,1
87,84,87,5
63,64,67,3
59,63,64,1
62,72,65,5
46,34,36,2
66,59,52,3
89,87,79,2
42,61,58,4
93,84,90,3
80,85,85,1
98,100,99,3
81,81,84,6
60,70,74,1
76,94,87,4
73,78,72,4
96,96,99,4
76,76,74,2
91,73,80,4
62,72,70,3
55,59,59,1
74,90,88,1
50,48,42,2
47,43,41,3
81,74,71,3
65,75,77,4
68,51,57,1
73,92,84,2
53,39,37,3
68,77,80,4
55,46,43,1
87,89,94,3
55,47,44,1
53,58,57,3
67,57,59,6
92,79,84,4
53,66,73,3
81,71,73,4
61,60,55,2
80,73,72,5
37,57,56,4
81,84,82,2
59,73,72,4
55,55,47,3
72,79,74,4
69,75,71,2
69,64,68,3
50,60,59,5
87,84,86,3
71,69,68,1
68,72,65,3
79,77,75,6
77,90,85,1
58,55,53,4
84,95,92,4
55,58,52,3
70,68,72,5
52,59,65,3
69,77,77,3
53,72,64,2
48,58,54,1
78,81,86,1
62,62,63,2
60,63,59,3
74,72,72,2
58,75,77,2
76,62,60,2
68,71,75,1
58,60,57,3
52,48,49,2
75,73,74,5
52,67,72,1
62,78,79,5
66,65,60,3
49,58,55,1
66,72,70,2
35,44,43,3
72,79,82,3
94,85,82,4
46,56,57,4
77,90,84,6
76,85,82,2
52,59,62,4
91,81,79,5
32,51,44,1
72,79,77,1
19,38,32,3
68,65,61,4
52,65,61,6
48,62,60,2
60,66,70,3
66,74,69,2
89,84,77,1
42,52,51,2
57,68,73,4
70,70,70,2
70,84,81,4
69,60,54,3
52,55,57,4
67,73,68,1
76,80,73,1
87,94,95,4
82,85,87,3
73,76,78,3
75,81,74,3
64,74,75,3
41,45,40,2
90,75,69,2
59,54,51,5
51,31,36,1
45,47,49,2
54,64,67,6
87,84,76,1
72,80,83,2
94,86,87,1
45,59,64,5
61,70,76,5
60,72,68,2
77,91,88,1
85,90,92,1
78,90,93,5
49,52,51,3
71,87,82,2
48,58,52,1
62,67,58,2
56,68,70,4
65,69,76,1
69,86,81,1
68,54,53,1
61,60,57,3
74,86,89,5
64,60,58,5
77,82,89,2
58,50,45,3
60,64,74,2
73,64,57,2
75,82,79,2
58,57,53,4
66,77,73,4
39,52,46,2
64,58,51,1
23,44,36,2
74,77,76,3
40,65,64,1
90,85,84,6
91,85,85,6
64,54,50,2
59,72,68,2
80,75,69,4
71,67,67,6
61,68,63,2
87,85,93,3
82,67,61,1
62,64,55,1
97,97,96,5
75,68,65,3
65,79,81,5
52,49,46,2
87,73,72,4
53,62,53,4
81,86,87,6
39,42,38,5
71,71,80,3
97,93,91,4
82,82,88,3
59,53,52,2
61,42,41,4
78,74,72,4
49,51,51,4
59,58,47,2
70,72,76,3
82,84,78,4
90,90,82,4
43,62,61,5
80,64,66,3
81,82,84,3
57,61,54,1
59,72,80,1
64,76,74,4
63,64,66,5
71,70,70,5
64,73,71,2
55,46,44,5
51,51,54,4
62,76,80,4
93,100,95,4
54,72,59,2
69,65,74,3
44,51,48,2
86,85,91,3
85,92,85,4
50,67,73,6
88,74,75,1
59,62,69,4
32,34,38,1
36,29,27,2
63,78,79,1
67,54,63,4
65,78,82,1
85,84,89,6
73,78,74,6
34,48,41,2
93,100,100,5
67,84,84,1
88,77,77,3
57,48,51,2
79,84,91,3
67,75,72,5
70,64,70,5
50,42,48,5
69,84,82,3
52,61,66,5
47,62,66,5
46,61,55,4
68,70,66,3
100,100,100,5
44,61,52,2
57,77,80,4
91,96,91,3
69,70,67,2
35,53,46,2
72,66,66,2
54,65,65,4
74,70,69,2
74,64,60,1
64,56,52,4
65,61,71,2
46,43,44,4
48,56,51,1
67,74,70,3
62,57,62,3
61,71,73,4
70,75,74,5
98,87,90,4
70,63,58,3
67,57,53,4
57,58,57,2
85,81,85,3
77,68,69,1
72,66,72,6
78,91,96,6
81,66,64,2
61,62,61,1
58,68,61,2
54,61,58,4
82,82,80,2
49,58,60,3
49,50,52,1
57,75,73,2
94,73,71,2
75,77,83,3
74,74,72,1
58,52,54,2
62,69,69,3
72,57,62,4
84,87,81,3
92,100,100,6
45,63,59,2
75,81,71,2
56,58,64,3
48,54,53,1
100,100,100,4
65,76,75,1
72,57,58,3
62,70,72,3
66,68,64,1
63,63,60,3
68,76,67,4
75,84,80,5
89,100,100,5
78,72,69,1
53,50,60,2
49,65,61,3
54,63,67,3
64,82,77,3
60,62,60,3
62,65,58,4
55,41,48,2
91,95,94,4
8,24,23,2
81,78,78,1
79,85,86,1
78,87,91,3
74,75,82,1
57,51,54,2
40,59,51,4
81,75,76,1
44,45,45,1
67,86,83,3
86,81,75,2
65,82,78,1
55,76,76,4
62,72,74,5
63,63,62,2
88,99,95,6
62,55,55,2
59,71,65,2
68,78,77,3
77,86,86,3
